Portfolio,Average Return,Risk,IXIC-alpha,DJA-alpha,NYA-alpha,GSPC-alpha,IXIC-beta,DJA-beta,NYA-beta,GSPC-beta,DE-marjinal,GS-marjinal,JNJ-marjinal,XOM-marjinal,BHP-marjinal,DE-count,GS-count,JNJ-count,XOM-count,BHP-count
portfolio,0.00113679473982,0.01072536532,0.000755521870025,0.000266272416554,0.000639783628526,0.000581433773213,0.875354459818,1.34758253128,1.12860839027,1.2674822084,0.00973757090735,0.0103031665003,0.00278700578742,0.00649489827968,0.0243041851254,1940,836,1731,2216,5530
